DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
732,Assam-4-32-1,22,0.54,383.667,151,0,32,0,10.5,0,0,23747.164
733,Assam-4-32-10,76,2.14,1603.333,572,0,125,0,12.5,0,0,76964.86
734,Assam-4-32-2,24,0.67,449.167,180,0,42,0,9,0,0,25925.666
735,Assam-4-32-3,32,0.8,547,226,0,45,0,10,0,0,50041.977
736,Assam-4-32-4,30,0.8,597,214,0,45,0,7.5,0,0,38635.266
737,Assam-4-32-5,56,1.34,841.667,376,0,78,0,12.5,0,0,104956
738,Assam-4-32-6,50,1.34,980.833,350,0,80,0,12.5,0,0,102875.336
739,Assam-4-32-7,58,1.6,1313.167,448,0,95,0,12,0,0,171346
740,Assam-4-32-8,60,1.6,1007.667,405,0,95,0,9,0,0,67661.898
741,Assam-4-32-9,75,2.28,1592.667,552,0,130,0,15,0,0,97777.04
742,Assam-4-33-1,34.8,0.81,503,191,0,47,0,1.1,0,0,64072.164
743,Assam-4-33-10,186.4,5.08,2620,415,97,311,0,19.1,0,0,347639.57
744,Assam-4-33-2,28.6,0.67,494.667,179,0,33,0,3.75,0,0,26144.059
745,Assam-4-33-3,26.82,0.81,578.667,209,0,47,0,5.5,0,0,48560
746,Assam-4-33-4,39.76,0.93,712.333,253,0,53,0,7.05,0,0,116333.625
747,Assam-4-33-5,47.36,1.2,523,61,0,165,0,2.2,0,0,1276136
748,Assam-4-33-6,63,1.88,965.333,243,37,107,0,15.9,0,0,132848.656
749,Assam-4-33-7,90.4,2.42,1480.999,346,47,139,0,21,0,0,261712.516
750,Assam-4-33-8,122.62,3.48,1889.999,392,63,213,0,13.8,0,0,283674.984
751,Assam-4-33-9,143.04,4.14,2053.001,309,77,226,0,17.7,0,0,373621.365
752,Assam-4-34-1,15.3,0.54,300.667,113,0,40,0,3,0,0,42234.07
753,Assam-4-34-10,113,3.88,1372,147,0,434,0,18,0,0,310580.469
754,Assam-4-34-2,15.55,0.54,294.667,114,0,40,0,3,0,0,43203.5
755,Assam-4-34-3,47.34,1.61,836.667,344,0,120,0,7.5,0,0,135552
756,Assam-4-34-4,67.1,2.42,1342,484,0,180,0,11,0,0,335235
757,Assam-4-34-5,89.6,3.21,1643.667,674,0,240,0,12,0,0,253227
758,Assam-4-34-6,77.3,2.68,1005.333,173,40,200,0,10,0,0,41281
759,Assam-4-34-7,106,3.74,1841,792,0,300,0,13,0,0,190314
760,Assam-4-34-8,76.2,2.68,1066.667,237,40,200,0,13,0,0,101629
761,Assam-4-34-9,103.75,3.62,1528,372,54,270,0,15,0,0,221304
762,Assam-4-35-1,16,0.66,536.667,167,0,35,0,8,0,0,28330.766
763,Assam-4-35-10,65,2.66,2162.667,628,7.5,110,0,14,0,0,96481.29
764,Assam-4-35-2,13,0.53,422,139,0,35,0,8,0,0,22792
765,Assam-4-35-3,17,0.66,493.667,169,0,34,0,12,0,0,25436.449
766,Assam-4-35-5,26,1.06,809.333,228,0,50,0,20,0,0,33761.871
767,Assam-4-35-6,27,1.07,895.334,256,0,45,0,10,0,0,55458
768,Assam-4-35-7,58,2.4,1720,480,7,100,0,30,0,0,47079.941
769,Assam-4-35-8,48,2,1201,192,21,80,0,20,0,0,22559.148
770,Assam-4-35-9,64,2.66,1930.332,436,23.5,120,0,27,0,0,99374.664
771,Assam-4-36-1,16.6,0.67,496.333,151,2,40,0,4,0,0,2985.1
772,Assam-4-36-10,32.4,1.6,725.667,0,26,90,0,3,0,0,7834
773,Assam-4-36-2,17,0.67,514.333,178,0,36,0,5,0,0,32600.018
774,Assam-4-36-3,19.2,0.81,617.333,188,0,50,0,5,0,0,69758.54
775,Assam-4-36-4,14.4,0.67,488.333,180,0,45,0,3,0,0,35939
776,Assam-4-36-5,11.6,0.4,306.666,115,0,25,0,5,0,0,40437.168
777,Assam-4-36-6,16.8,0.94,617.333,204,2,50,0,3,0,0,40475.242
778,Assam-4-36-7,19.2,0.8,591.666,193,0,42,0,4,0,0,37946.105
779,Assam-4-36-8,33.4,1.07,829,306,0,66,15.36,6,0,0,36380
780,Assam-4-36-9,52.8,1.6,932.333,0,0,128,38.4,13,0,0,925422
781,Assam-4-37-1,20,0.67,499.333,0,11,50,39.9,2,0,0,1599
782,Assam-4-37-10,66,2.14,1928,708,0,160,106.4,14,0,0,64447.926
783,Assam-4-37-2,20,0.67,576.667,227,0,50,38.52,3,0,0,14061.333
784,Assam-4-37-3,22,0.67,584,222,0,50,38.62,5,0,0,16827
785,Assam-4-37-4,20,0.67,610.667,225,0,50,34.4,7,0,0,16882.666
786,Assam-4-37-5,30,0.94,735.333,218,5,70,39.9,5,0,0,15827.504
787,Assam-4-37-6,63.5,1.74,1308.333,264,16,130,85.72,11,0,0,32746.768
788,Assam-4-37-7,30,1.07,929.334,348,0,80,51.8,6,0,0,14848.667
789,Assam-4-37-8,48,1.6,1339.333,0,26,120,83.38,9,0,0,7888
790,Assam-4-37-9,50,1.6,1064,60,15,120,94,5,0,0,17730.334
791,Assam-4-38-1,16,0.54,544.333,110,0,40,0,7,0,0,16298.411
792,Assam-4-38-10,60,2,1759.999,438,0,160,0,17,0,0,51048
793,Assam-4-38-2,24,0.8,650.667,230,0,60,0,7,0,0,17909
794,Assam-4-38-3,24,0.8,681.333,223,0,60,0,6.5,0,0,27718
795,Assam-4-38-4,24,0.8,826,225,0,60,0,10,0,0,16386.092
796,Assam-4-38-5,40,1.34,1102.333,325,0,100,0,12,0,0,17958.242
797,Assam-4-38-6,40,1.34,1044,280,0,100,0,13,0,0,22217.58
798,Assam-4-38-7,40,1.34,946.333,300,0,100,0,10,0,0,12457.685
799,Assam-4-38-8,40,1.34,1069.666,307,0,100,0,12,0,0,63308.988
800,Assam-4-38-9,64,2.14,1740.667,487,0,160,0,21,0,0,92427.398
801,Assam-4-39-1,17.2,0.54,436.333,118,0,26,0,2,0,0,22916.6
802,Assam-4-39-10,96.7,3.48,2676.332,762,30,164,34.56,0.57,0,0,186435.714
803,Assam-4-39-2,21.4,0.67,514.333,136,0,30,0,2,0,0,25175
804,Assam-4-39-3,29.4,0.8,524,118,8,42,0,0,0,0,22221.99
805,Assam-4-39-4,26.16,0.8,530.667,94,5,40,0,0,0,0,26516.416
806,Assam-4-39-5,35.46,1.07,801.667,232,0,50,0,3,0,0,60782.156
807,Assam-4-39-6,45,1.34,983.667,248,0,60,32,5,0,0,21811
808,Assam-4-39-7,68.36,1.87,1424.332,378,0,95,0,6,0,0,69442
809,Assam-4-39-8,66.7,2.14,1455,364,37,102,0,3.1,0,0,66897.156
810,Assam-4-39-9,75.66,2.28,1744.667,445,6,108,32,5,0,0,123055.218
811,Assam-4-40-1,21,0.67,410.334,104,5,31,12.72,2.2,0,0,41453.332
812,Assam-4-40-10,36.8,1.34,759.667,97,20,62,28.5,6.5,0,0,39717.781
813,Assam-4-40-2,20.9,0.67,420,106,5,32,14.7,2.5,0,0,41227.789
814,Assam-4-40-3,20.75,0.67,361.334,106,5,32,13.62,2.5,0,0,41171
815,Assam-4-40-4,24,0.8,438.333,117,12,42,18.52,3.05,0,0,38193
816,Assam-4-40-5,34.85,1.2,609.666,92,23,57,27.44,5.7,0,0,46955
817,Assam-4-40-6,30,1.07,508.667,68,16,52,21.28,4.8,0,0,48038.664
818,Assam-4-40-7,37.6,1.34,754.333,48,20,65,27.42,6.2,0,0,37878
819,Assam-4-40-8,34.8,1.2,765.333,42,19,56,23.92,5.6,0,0,40675.332
820,Assam-4-40-9,36.75,1.34,772.667,98,20,62.45,27.86,6.35,0,0,41372.5
821,Assam-5-41-1,29.12,0.78,471.333,0,24,46,15.18,6.6,0,0,7140
822,Assam-5-41-10,157.6,3.98,1652,0,128,249,69.92,8.5,0,0,52236
823,Assam-5-41-2,26.63,0.72,345.666,0,24,48,15.64,4,0,0,5228
824,Assam-5-41-3,24.3,0.66,326.999,0,26,41,11.5,4,0,0,15708
825,Assam-5-41-4,38.6,1.06,493,0,29,49,20.7,3,0,0,768
826,Assam-5-41-5,38.6,1.06,507.666,0,0,93,21.62,4,0,0,76982
827,Assam-5-41-6,34.05,0.92,482.667,0,24,57,18.4,3.1,0,0,1876
828,Assam-5-41-7,77.85,2.13,977.334,0,72,131,44.62,5,0,0,10920
829,Assam-5-41-8,87.2,2.38,1126,0,77,156,50.14,9,0,0,17970
830,Assam-5-41-9,87,2.39,1148.333,0,76,152,46,7.8,0,0,9807
831,Assam-5-42-1,28.3,0.8,544.667,207,0,54,17.02,2.8,0,0,31078
832,Assam-5-42-10,97.85,2.74,2102,761,0,213,44.16,12,0,0,238132
833,Assam-5-42-2,28.1,0.8,615.333,210,0,51,17.02,2.48,0,0,33014
834,Assam-5-42-3,25.3,0.8,653.333,215,0,53,18.86,2.8,0,0,29814
835,Assam-5-42-4,28.2,0.8,629,217,0,56,18.4,2.52,0,0,28016
836,Assam-5-42-5,40.8,1.14,828.333,299,0,72,24.38,3.82,0,0,29918
837,Assam-5-42-6,54.19,1.54,1126.667,390,0,101,35.42,6.5,0,0,59154
838,Assam-5-42-7,40.8,1.14,869,323,0,72,26.22,5,0,0,58372
839,Assam-5-42-8,60.2,1.81,1275.667,484,0,106,42.32,6.5,0,0,79716.345
840,Assam-5-42-9,92.25,2.6,1874.666,712,0,213,47.84,10.5,0,0,117208.4
841,Assam-5-43-1,27.42,0.8,604.333,187,0,53,16.56,3.7,0,0,120194.446
842,Assam-5-43-10,100,2.8,2030.333,159,59,179,59.34,9.5,0,0,31977
843,Assam-5-43-2,24,0.67,497.667,44,13,44,14.26,2.5,0,0,15144
844,Assam-5-43-3,22.6,0.67,501,167,0,43,13.34,2.5,0,0,108563.46
845,Assam-5-43-4,35.65,1.07,795.667,254,0,68,22.08,4,0,0,134843.468
846,Assam-5-43-5,50.9,1.47,1105.666,97,31,94,30.36,6,0,0,5582
847,Assam-5-43-6,52.8,1.07,1101.333,355,0,55,29.44,5,0,0,125362
848,Assam-5-43-7,56.9,1.6,1176,386,0,151,32.2,5.5,0,0,132196.126
849,Assam-5-43-8,70.95,2,1464.333,485,0,140,40.94,7.5,0,0,144396
850,Assam-5-43-9,80.25,2.26,1661,506,0,148,46.46,8,0,0,198051
851,Assam-6-44-1,19.5,0.67,523.334,180,0,48,0,2.5,0,0,35755.828
852,Assam-6-44-10,78.5,2.6,1607.666,153,0,265,0,5.5,0,0,140762.547
853,Assam-6-44-2,23.3,0.81,676,220,0,56,0,5.2,0,0,116422
854,Assam-6-44-3,23.74,0.81,754.333,220,0,55,0,3.2,0,0,63659.004
855,Assam-6-44-4,39.94,1.34,840.333,42,0,135,0,5.5,0,0,171432.016
856,Assam-6-44-5,23.88,0.8,575.666,214,0,55,0,3.5,0,0,36406.906
857,Assam-6-44-6,47.9,1.6,1214,0,0,172,0,6.5,0,0,35841.602
858,Assam-6-44-7,31.7,1.07,916,297,0,73,0,5.5,0,0,64821.75
859,Assam-6-44-8,59.75,2.01,1542,554,0,135,0,10,0,0,198995.226
860,Assam-6-44-9,91.8,3.2,1894,217,86,220,0,8.5,0,0,141124
861,Assam-6-45-1,12,0.4,307,128,0,24,12.42,2.8,0,0,72316
862,Assam-6-45-10,196,6.54,3988,1108,106,392,202.86,5.9,0,0,161502
863,Assam-6-45-2,21,0.73,490.334,211,0,44,20.24,4.3,0,0,57716.668
864,Assam-6-45-3,19.5,0.67,489,199,10,40,20.7,6.8,0,0,55168
865,Assam-6-45-4,50.5,1.74,957,301,19,112,57.96,6.99,0,0,101776.796
866,Assam-6-45-5,49,1.6,929,302,25,96,49.68,4.4,0,0,56134.57
867,Assam-6-45-6,30,1.07,750.666,269,18,64,33.12,3.04,0,0,48618
868,Assam-6-45-7,64,2.27,1422.667,501,37,136,70.38,5.5,0,0,123198
869,Assam-6-45-8,54,1.87,1093.333,384,23,112,57.96,7,0,0,105890
870,Assam-6-45-9,141,4.82,3164.667,865,108,288,149.04,13,0,0,320564.656
931,Bihar-1-4-1,13.7,0.4,330,0,1.9,20,55.4,0,0,0,22414
932,Bihar-1-4-10,153.55,5,2527.333,0,27.5,250,700,0,0,0,43576
933,Bihar-1-4-2,13.4,0.4,287,0,0.9,20,56,0,0,0,11378
934,Bihar-1-4-3,47.9,1.6,975,0,8.6,80,224,0,0,0,63672
935,Bihar-1-4-4,45.2,1.4,775.334,0,7.7,70,196,0,0,0,44866
936,Bihar-1-4-5,63.6,2,1225.333,0,0,111,277,0,0,0,2279188
937,Bihar-1-4-6,76,2.5,1514,0,13.75,125,350,0,0,0,104364
938,Bihar-1-4-7,105.3,3.5,1721.333,0,19.25,175,490,0,0,0,180966
939,Bihar-1-4-8,105.8,3.5,2068,0,0,195.5,490,0,0,0,1308104
940,Bihar-1-4-9,106.4,3.5,1889,0,0,194.25,490,0,0,0,680166
991,Bihar-2-13-1,8,0.4,202.333,0,2.1,20,40.4,0,0,0,16363
992,Bihar-2-13-10,50.3,1.9,1081,0,0,106,202,0,0,0,644038
993,Bihar-2-13-2,7.5,0.4,235.666,0,0,23.5,35.8,0,0,0,339587
994,Bihar-2-13-3,14.5,0.7,366,0,2.8,35,70.7,0,0,0,17870
995,Bihar-2-13-4,17.5,1.1,793.667,0,5.3,55,122.1,0,0,0,12590
996,Bihar-2-13-5,16,0.7,416.667,0,3.1,35,70.7,0,0,0,13692
997,Bihar-2-13-6,26.8,1.3,738.333,0,6.3,65,132.7,0,0,0,12604
998,Bihar-2-13-7,30.5,1.4,791.333,0,5.8,70,138.6,0,0,0,6198
999,Bihar-2-13-8,23.2,1,543,0,4.95,50,112,0,0,0,23302
1000,Bihar-2-13-9,33.8,1.4,720.333,0,0,78,146,0,0,0,752034
1011,Bihar-2-16-1,13.68,0.4,242,0,2.2,20,37.6,0,0,0,20284
1012,Bihar-2-16-10,149.4,4.3,2196.667,0,23.65,215,313.78,0,0,0,43648
1013,Bihar-2-16-2,26.4,0.8,466.667,0,4.4,40,57.8,0,0,0,16442
1014,Bihar-2-16-3,41.3,1.2,712.333,0,6.6,60,93.6,0,0,0,17397
1015,Bihar-2-16-4,40.9,1.2,678.668,0,6.6,60,101.02,0,0,0,18032
1016,Bihar-2-16-5,109.8,3.2,1851.333,0,17.6,160,238.5,0,0,0,40978
1017,Bihar-2-16-6,68.8,2,1120.997,0,11,100,169.08,0,0,0,32312
1018,Bihar-2-16-7,111.8,3.2,1699.999,0,17.6,160,273.8,0,0,0,45160
1019,Bihar-2-16-8,101.8,3,1632.666,0,16.506,150,259.5,0,0,0,52976
1020,Bihar-2-16-9,178.14,5.2,2797.666,0,28.6,260,301.7,0,0,0,51136
1041,Bihar-2-19-1,1.8,0.05,32,0,0.2,3,3.76,0,0,0,5963
1042,Bihar-2-19-10,57.5,1.6,765.334,0,8.8,80,98.1,0,0,0,9268
1043,Bihar-2-19-2,14,0.4,204.667,0,2.2,20,25.58,0,0,0,5963
1044,Bihar-2-19-3,39,1.1,555.666,0,6.05,60,66,0,0,0,45206
1045,Bihar-2-19-4,50,1.4,644.333,0,7.7,75,88,0,0,0,47366
1046,Bihar-2-19-5,35.5,1,511.667,0,5.5,50,59.5,0,0,0,45206
1047,Bihar-2-19-6,64.5,1.8,897,0,9.9,90,112.4,0,0,0,12936
1048,Bihar-2-19-7,64.5,1.8,911.667,0,9.9,90,114.96,0,0,0,16296
1049,Bihar-2-19-8,64.5,1.8,938,0,9.9,90,116.6,0,0,0,16296
1050,Bihar-2-19-9,28.5,0.8,427,0,4.65,40,52.44,0,0,0,10880
1272,Chhattisgarh-1-1-1,16.5,0.67,357.001,87,2,72,27.6,21,0,0,61182
1273,Chhattisgarh-1-1-10,161,5.6,2360,181,53.25,390,411.1,23,2170,0,195189
1274,Chhattisgarh-1-1-2,9,0.36,242,48,2,40,11.5,22,0,0,37320
1275,Chhattisgarh-1-1-3,37,1.54,601.001,156,15,161,57.5,38,0,0,82929
1276,Chhattisgarh-1-1-4,31,1.4,649.666,112,14.5,135,46,26,0,0,62822
1277,Chhattisgarh-1-1-5,89,3.25,1465.668,214,38,291,209.5,46,480,0,124706
1278,Chhattisgarh-1-1-6,89,3,1430.001,96,34.5,180,258,20,528,0,119644
1279,Chhattisgarh-1-1-7,134,4.3,2279.667,190,55,294,321.3,50,2420,0,120978
1280,Chhattisgarh-1-1-8,90,3.75,1460,253,38.5,385,184,26,1630,0,180368
1281,Chhattisgarh-1-1-9,208,8.4,3611.333,151,113,650,559.5,34,3600,0,166917
1282,Chhattisgarh-1-2-1,24,0.51,386.667,67,2,10,30.48,21,160,0,60850
1283,Chhattisgarh-1-2-10,172,5.9,2703.335,191,64,458,393.5,39,0,2203,126954
1284,Chhattisgarh-1-2-2,25,0.7,547,87,2,24,36.66,29,0,0,82750
1285,Chhattisgarh-1-2-3,65,1.35,843,118,6.5,21,58.6,28,480,0,63332
1286,Chhattisgarh-1-2-4,45,1.6,797.497,155,13,95,60.3,21,0,0,122190
1287,Chhattisgarh-1-2-5,65,1.65,1178.5,100,20,43,141.7,39,475,0,115277
1288,Chhattisgarh-1-2-6,115,3,1543.666,197,34.25,198,104.4,42,160,0,75023
1289,Chhattisgarh-1-2-7,148,4.03,2219.833,272,51.5,267,190.56,62,600,1540,125956
1290,Chhattisgarh-1-2-8,158,4.12,2131.501,216,57.75,241,193.6,42,1250,1042,127946
1291,Chhattisgarh-1-2-9,294,8.15,4142.666,72,110.25,450,562,23,1375,3912,122468
1293,Chhattisgarh-1-3-10,242,6.93,2248.668,58.5,84.5,436,609.6,10,2062,0,64106
1294,Chhattisgarh-1-3-2,32,0.7,340,43,2.5,10,62.4,0,911,0,20874
1295,Chhattisgarh-1-3-3,53.5,1.3,607,91,4.5,45,132.5,0,430,0,93591
1296,Chhattisgarh-1-3-4,54.5,1.31,508.333,0,0,46.5,190.8,0,448,0,431409
1297,Chhattisgarh-1-3-5,98,2.41,1000.334,45.5,23.5,49,308.7,0,1364,1156,134145
1298,Chhattisgarh-1-3-6,100.5,2.56,942.334,47.5,30,100,264.2,0,776,0,56136
1299,Chhattisgarh-1-3-7,123,3.68,1157.001,50,47,238,401.4,0,2108,0,135545
1300,Chhattisgarh-1-3-8,144,3.48,1361.666,69,37.5,95,364.2,0,1089,1670,47350
1301,Chhattisgarh-1-3-9,299,8.54,3022.333,32,0,470,762.4,16,3348,4099,878532
1302,Chhattisgarh-2-10-1,5,0.38,189,6,4.4,43,52.7,0,0,0,9676
1304,Chhattisgarh-2-10-2,27,0.9,162.667,16,12.25,95,92.1,0,0,0,14043
1307,Chhattisgarh-2-10-5,61,1.85,1066,35,21.5,162,255.66,18,660,1424,67273
1312,Chhattisgarh-2-11-1,10,0.4,199.333,9,5.25,45,55,0,300,0,28189
1313,Chhattisgarh-2-11-10,156,6.8,3220.666,160,91.25,709,880,15,3466,0,109455
1314,Chhattisgarh-2-11-2,17.5,0.7,297,20,9,75,82.5,0,300,0,15553
1315,Chhattisgarh-2-11-3,51,1.6,654.333,48,24,175,220,40,900,0,4940
1316,Chhattisgarh-2-11-4,47,1.8,816.001,53,23.5,187,220,15,0,0,27980
1317,Chhattisgarh-2-11-5,95.8,3.45,1763,77,48.5,362,467.5,25,1560,0,93556
1318,Chhattisgarh-2-11-6,56,2.2,1019.996,56,25,216,319,25,660,50,24588
1320,Chhattisgarh-2-11-8,101,4,1950,84,57.5,427,550,30,2362,0,170120
1321,Chhattisgarh-2-11-9,221,8.1,3634.666,176,121.25,835,1169,30,7485,0,66950
1322,Chhattisgarh-2-12-1,14,0.4,240,64,0,45,55,16,752,188,34770
1323,Chhattisgarh-2-12-10,190,5.21,945.667,0,62,545,867,0,9190,0,117159
1324,Chhattisgarh-2-12-2,19,0.56,175.333,10,8.75,60,94,0,195,0,13320
1326,Chhattisgarh-2-12-4,60,1.8,842.667,35,18.25,195,266,0,650,848,43010
1330,Chhattisgarh-2-12-8,144,4.1,1149,62,42.75,445,578,20,4795,1931,105322
1331,Chhattisgarh-2-12-9,273,7.65,1426,36,92.5,795,1292,22,15390,0,206368
1342,Chhattisgarh-2-14-1,24,0.8,351.333,34,5.5,90,109,20,1050,435,7795
1343,Chhattisgarh-2-14-10,224,6.25,1086.333,0,10,688.75,783,25,11968,3400,1339505
1346,Chhattisgarh-2-14-4,47,1.34,554.334,21,14,125,292.5,20,1608,0,33968
1347,Chhattisgarh-2-14-5,64,1.9,715.666,70,14.25,210,280,35,2784,1034,15420
1349,Chhattisgarh-2-14-7,135,4,942.333,197,27.75,430,455,50,5400,0,202338
1350,Chhattisgarh-2-14-8,109,2.9,702,0,12,303.75,372,50,3870,1578,691636
1352,Chhattisgarh-2-15-1,27,0.78,380.333,0,10.25,85,128.5,0,2075,0,13600
1353,Chhattisgarh-2-15-10,240,6.09,1131,0,76.75,405,867,0,17739,0,54196
1354,Chhattisgarh-2-15-2,28,0.72,286.667,0,11.5,78,129,30,1575,0,8016
1355,Chhattisgarh-2-15-3,40,1.06,241.333,0,13.75,115,156.8,25,2823,0,8842
1356,Chhattisgarh-2-15-4,50,1.48,147,0,18.25,155,245.9,0,2820,0,16648
1357,Chhattisgarh-2-15-5,70,2,200,0,25,215,312.75,0,4557,0,39138
1358,Chhattisgarh-2-15-6,99,2.1,806.667,0,30,65,312.8,25,4913,0,28492
1359,Chhattisgarh-2-15-7,137,4,675.333,0,7.5,463.5,671.25,0,11202,0,433512
1360,Chhattisgarh-2-15-8,142,3.81,510.333,0,9.5,354,601,0,10639,0,434055
1361,Chhattisgarh-2-15-9,203,6,1542.667,0,75.15,648,844,0,15275,0,63968
1381,Chhattisgarh-2-6-1,12,0.38,276.333,13,3.5,12,45.84,10,350,331,17562
1383,Chhattisgarh-2-6-2,19,0.65,479.333,11,7.25,23,68.76,15,400,381,25932
1388,Chhattisgarh-2-6-7,110,3.64,2849.666,5.25,42.5,141,521.2,30,4010,100,34495
1401,Chhattisgarh-2-8-1,9,0.38,157.667,6,4,40,37.6,0,250,0,12839
1403,Chhattisgarh-2-8-2,13,0.6,229.334,47,2,65,55,0,570,0,27570
1409,Chhattisgarh-2-8-8,91,3.75,1816,321,9.75,395,323.2,0,3157,1687,138126
1411,Chhattisgarh-2-9-1,20,0.79,304,18,7.25,88,77,0,520,0,6316
1413,Chhattisgarh-2-9-2,22,0.75,416.666,16,10.75,85,102,18,488,390,7762
1414,Chhattisgarh-2-9-3,20,0.94,500.333,20,12,105,98.5,20,1500,489,13330
1417,Chhattisgarh-2-9-6,70,2.4,580.667,146,19.25,270,344,14,806,1248,141484
1420,Chhattisgarh-2-9-9,200,7.1,1297.334,108,17,820.25,783.6,21,3810,3692,936356
1442,Gujarat-3-10-10,14,0.42,1106.667,16,4,0,48.3,0,0,0,84000
1443,Gujarat-3-10-9,8,0.4,426.667,0,2,0,23,0,0,0,1700
1448,Gujarat-3-11-5,10,0.95,1007.667,0,10.75,0,73.8,47,0,0,5172
1471,Gujarat-3-8-1,4.6,0.32,215,32,6,0,24.8,27,0,0,107938
1472,Gujarat-3-8-10,32.6,2.01,1724.666,93,0,56,269.4,82,0,0,1019472
1473,Gujarat-3-8-2,9.4,0.65,530.334,16,5.75,3,73.4,0,0,0,156138
1475,Gujarat-3-8-4,8.2,0.64,488.333,39,6,0,126,19,0,0,151128.996
1476,Gujarat-3-8-5,5.8,0.7,428.667,57,5.75,0,46.8,0,0,0,68336.922
1477,Gujarat-3-8-6,11.4,0.8,726.333,59,6,0,69.8,40,0,0,208776
1478,Gujarat-3-8-7,15.4,1.18,872.332,112,7.75,0,99,50,0,0,102174
1479,Gujarat-3-8-8,4.8,0.6,388.667,55,1.5,0,48.8,0,0,0,129934.07
1480,Gujarat-3-8-9,31.6,1.83,1717.666,100,23.25,4,191.4,50,0,0,224104
1481,Gujarat-3-9-10,25.3,1.7,914.001,0,10,0,58.8,0,0,0,6975
1482,Gujarat-3-9-3,5.1,0.44,187.333,2,2,0,23,0,0,0,285
1483,Gujarat-3-9-4,0.4,0.46,265.333,0,3,0,19.2,0,0,0,165
1484,Gujarat-3-9-5,2.7,0.63,260.666,3,3.5,0,26.2,10,0,0,83530
1485,Gujarat-3-9-7,16.5,1.88,835.667,6,7.25,0,160.99,0,400,0,1520
1486,Gujarat-3-9-8,7.4,0.86,325.336,4,2,0,0,0,0,0,234540
1487,Gujarat-3-9-9,1,0.43,155,0,1.75,0,31.2,20,0,0,4190
1714,Himachal Pradesh-1-2-9,0.5,0.04,17.5,4,0,3,0,3,0,0,17556
1715,Himachal Pradesh-2-10-10,2.5,0.24,76,0,0,31.5,0,0,180,0,173413
1716,Himachal Pradesh-2-10-2,0.8,0.06,12.833,0.5,0.75,6,0,0,36,0,22573
1717,Himachal Pradesh-2-10-3,1.8,0.16,43.5,0,2.5,17,0,0,200,0,19374
1718,Himachal Pradesh-2-10-4,0.8,0.08,23.333,0,1,8,0,0,0,0,19934
1719,Himachal Pradesh-2-10-5,1.3,0.12,40.333,0,1.5,12.5,0,1,0,0,8951
1720,Himachal Pradesh-2-10-9,2.9,0.24,79.333,25,0,26,0,0,0,0,63077
1721,Himachal Pradesh-2-13-1,0.75,0.04,23.167,0,0.5,6,1.38,3,130,0,17380
1722,Himachal Pradesh-2-13-10,4,0.24,92.333,0,2,35,4.6,0,280,0,27953
1723,Himachal Pradesh-2-13-3,1,0.08,29.333,0,0.75,15,2.3,3,140,0,26869
1724,Himachal Pradesh-2-13-5,0.75,0.08,27.333,0,0.75,15,2.3,3,140,0,19517
1725,Himachal Pradesh-2-13-6,0.5,0.04,18.667,0,0.5,6,2.3,3,140,0,15429
1726,Himachal Pradesh-2-13-7,1.5,0.08,31.333,0,0.75,15,4.6,3,140,0,29709
1727,Himachal Pradesh-2-13-8,3.5,0.24,73.333,0,2.25,30,6.9,0,420,0,12655
1729,Himachal Pradesh-2-16-2,4,0.2,59.667,2,0.75,20,4.6,0,0,0,26617.188
1730,Himachal Pradesh-2-16-3,7.5,0.32,87.667,0,1,30,0,0,0,0,9968
1731,Himachal Pradesh-2-16-4,14.35,0.48,156.333,37,0,44,6.9,0,0,0,51151.223
1732,Himachal Pradesh-2-16-6,5,0.32,87.667,0,1,30,6.9,0,0,0,19067
1733,Himachal Pradesh-2-16-7,5,0.32,91.667,0,1,30,6.9,0,0,0,15158
1734,Himachal Pradesh-2-16-9,6.5,0.44,133.667,0,1.25,40,16.1,0,0,0,15680
1739,Himachal Pradesh-2-20-1,10,0.38,160.333,0,3.75,5,0,0.5,450,0,60430
1740,Himachal Pradesh-2-21-1,3.4,0.2,94.667,0,0,11,0,0,0,0,6915.8
1741,Himachal Pradesh-2-21-10,1.5,0.08,38.5,9,0,6,0,0,109,0,36267.82
1742,Himachal Pradesh-2-21-3,2,0.12,54.5,13,0,10,0,0,54.5,0,8661.54
1743,Himachal Pradesh-2-21-4,3.5,0.2,100,22,0,15,0,0,109,0,36763.563
1744,Himachal Pradesh-2-21-5,4.8,0.28,124.334,29,0,11.5,0,0,109,0,34068.922
1745,Himachal Pradesh-2-21-6,1.4,0.08,38,7,0,1,0,0,0,0,13241.678
1746,Himachal Pradesh-2-21-7,3,0.2,90,24,0,12.5,0,0,109,0,22947.606
1747,Himachal Pradesh-2-21-8,3.3,0.2,107,22,0,11,0,0,109,0,138086.782
1748,Himachal Pradesh-2-21-9,5.7,0.56,211.333,56,0,36,0,0,327,0,88584.868
1749,Himachal Pradesh-2-22-10,38,1.28,457,0,0,28.5,0,2,1200,0,280077
1750,Himachal Pradesh-2-22-2,10,0.38,163,0,3.75,5,0,0.5,450,0,25866.5
